trade_date,code,sector_id,strategy_id,selected_rank,selected_count,target_weight,score,used_factors,basket_scoring_scope,basket_scoring_sector,dividend_yield,dividend_yield_decimal,cash_generation_yield,cash_generation_yield_source,free_cash_flow_yield,operating_cash_flow_yield,volatility_120d,low_vol_score,business_purity_gate
2021-10-08,600969.XSHG,utilities_electricity,utilities_demand_state_v51f,1,28,0.03571428571,1.481672595,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,0.3511,0.3511,0.1529100006,operating_cash_flow_yield,,0.1529100006,0.2649279546,-0.1789673739,
2021-10-08,600617.XSHG,gas_water_operators,gas_water_v57b_text_debt_state_guard_v59b,2,28,0.03571428571,1.345271814,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,gas_water_operators,0,0.0,0.08798785957,operating_cash_flow_yield,0.06321443266,0.08798785957,0.3528733445,-0.2278905044,passed
2021-10-08,000543.XSHE,utilities_electricity,utilities_demand_state_v51f,3,28,0.03571428571,1.345185167,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,1.7391,0.017391,0.08077710706,operating_cash_flow_yield,,0.08077710706,0.2695557397,-0.1857162516,
2021-10-08,600617.XSHG,utilities_electricity,utilities_demand_state_v51f,4,28,0.03571428571,1.328290431,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,0,0.0,0.08798785957,operating_cash_flow_yield,,0.08798785957,0.3528733445,-0.2278905044,
2021-10-08,000421.XSHE,gas_water_operators,gas_water_v57b_text_debt_state_guard_v59b,5,28,0.03571428571,1.280283985,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,gas_water_operators,1.215,0.012150000000000001,0.1105824683,operating_cash_flow_yield,0.09724679679,0.1105824683,0.2772205514,-0.2178013249,passed
2021-10-08,000421.XSHE,utilities_electricity,utilities_demand_state_v51f,6,28,0.03571428571,1.255627939,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,1.215,0.012150000000000001,0.1105824683,operating_cash_flow_yield,,0.1105824683,0.2772205514,-0.2178013249,
2021-10-08,000539.XSHE,utilities_electricity,utilities_demand_state_v51f,7,28,0.03571428571,1.240688112,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,2.4291,0.024291,0.09238363674,operating_cash_flow_yield,,0.09238363674,0.4181333774,-0.2667555918,
2021-10-08,601985.XSHG,utilities_electricity,utilities_demand_state_v51f,8,28,0.03571428571,1.109113128,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,1.8258,0.018258,0.0844515684,operating_cash_flow_yield,,0.0844515684,0.383690797,-0.2521590685,
2021-10-08,601991.XSHG,utilities_electricity,utilities_demand_state_v51f,9,28,0.03571428571,1.102082979,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,2.7083,0.027083,0.09028669619,operating_cash_flow_yield,,0.09028669619,0.4321042115,-0.2713270652,
2021-10-08,600017.XSHG,port_rail_infrastructure,port_rail_cashflow_value_operating_diagnostic_v55j_reviewed_business_sources,10,28,0.03571428571,1.10066495,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,port_rail_infrastructure,1.2367,0.012367,0.08518453531,operating_cash_flow_yield,0.06800420482,0.08518453531,0.174587727,-0.1322929535,pass
2021-10-08,600803.XSHG,gas_water_operators,gas_water_v57b_text_debt_state_guard_v59b,11,28,0.03571428571,0.9966266129,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,gas_water_operators,1.0356,0.010356,0.08973834785,operating_cash_flow_yield,0.06034300411,0.08973834785,0.459024943,-0.3126939881,passed
2021-10-08,601077.XSHG,bank,bank_high_dividend_sustainability_v3,12,28,0.03571428571,0.8621656165,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,bank,0.07602739726,0.07602739726,0.07602739726,financial_sector_dividend_proxy,,,0.1431510958,-0.1172175342,
2021-10-08,000598.XSHE,gas_water_operators,gas_water_v57b_text_debt_state_guard_v59b,13,28,0.03571428571,0.8499123272,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,gas_water_operators,1.6993,0.016993,0.04310582228,operating_cash_flow_yield,0.009270423652,0.04310582228,0.2140857113,-0.1640220137,passed
2021-10-08,000900.XSHE,highway_infrastructure,highway_dividend_reviewed_operating_v54h_repaired_2021,14,28,0.03571428571,0.8161975991,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,highway_infrastructure,3.653,0.03653,0.05979219939,operating_cash_flow_yield,0.05091435745,0.05979219939,0.1825284943,-0.1455657018,
2021-10-08,601018.XSHG,port_rail_infrastructure,port_rail_cashflow_value_operating_diagnostic_v55j_reviewed_business_sources,15,28,0.03571428571,0.7442724756,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,port_rail_infrastructure,2.0398,0.020398,0.06464075843,operating_cash_flow_yield,0.05297058091,0.06464075843,0.1798140949,-0.1332488081,pass
2021-10-08,600033.XSHG,highway_infrastructure,highway_dividend_reviewed_operating_v54h_repaired_2021,16,28,0.03571428571,0.7288300083,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,highway_infrastructure,3.4722,0.034722,0.05452772265,operating_cash_flow_yield,0.03930216174,0.05452772265,0.1732203392,-0.12340893,
2021-10-08,601368.XSHG,gas_water_operators,gas_water_v57b_text_debt_state_guard_v59b,17,28,0.03571428571,0.7059636738,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,gas_water_operators,1.6396,0.016396,0.04065504196,operating_cash_flow_yield,-0.06358694692,0.04065504196,0.1662294164,-0.1271361514,passed
2021-10-08,601199.XSHG,gas_water_operators,gas_water_v57b_text_debt_state_guard_v59b,18,28,0.03571428571,0.6908608638,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,gas_water_operators,1.581,0.01581,0.03624877101,operating_cash_flow_yield,0.01753978479,0.03624877101,0.2618111218,-0.1611441296,passed
2021-10-08,601988.XSHG,bank,bank_high_dividend_sustainability_v3,19,28,0.03571428571,0.5787940216,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,bank,0.08174273859,0.08174273859,0.08174273859,financial_sector_dividend_proxy,,,0.1173653118,-0.09847597442,
